ApplicantIncome,CoapplicantIncome,LoanAmount,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Credit_History_0.0,Credit_History_1.0,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_Amount_Term_12.0,Loan_Amount_Term_36.0,Loan_Amount_Term_60.0,Loan_Amount_Term_84.0,Loan_Amount_Term_120.0,Loan_Amount_Term_180.0,Loan_Amount_Term_240.0,Loan_Amount_Term_300.0,Loan_Amount_Term_360.0,Loan_Amount_Term_480.0,Loan_Status_N,Loan_Status_Y
-0.5085541823164551,0.8866588972942574,0.10720985140790525,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.8544211252627381,1.4638844060139178,-0.32344940140524997,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.6409279947859776,-0.8745873454266699,-0.7002762476167608,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.8104310473384151,1.2501199967015142,0.48403669761941603,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.13232878781037952,-0.8745873454266699,0.15049401617544364,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.18205901680473646,-0.8745873454266699,-0.39522594354077584,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0.4475237498186024,1.9560969796179823,2.1528413022703927,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.5719160376753425,0.5139572614613923,-0.21578458820196117,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2.241531950672703,-0.8745873454266699,2.2156457766389774,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1.0020408788830046,-0.8745873454266699,-0.23372872373584264,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
-0.12797947146657787,-0.8745873454266699,-0.036343232863146495,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.5686874081029151,1.0141782999676507,0.6096456463565864,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.1066578106086271,0.28047970777435793,-0.7361645186845237,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.45084242870931573,-0.8745873454266699,-1.0232706872266273,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0.05564883546522928,-0.8745873454266699,-0.7720527897522866,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0.2618775494040281,0.2182600958419292,0.8788076793648083,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.34994775457096017,-0.8745873454266699,-0.44905835014242024,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
-0.34994775457096017,2.0515825226826006,0.6814221884921122,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-1.4597891700928716,0.9870727264525334,-0.5028907567440647,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.5852341346616053,1.5895557014021895,0.7531987306276381,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
-0.5182400710337373,0.4597461144311574,-0.1440080460664353,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.3112041997018316,-0.8745873454266699,-0.48494662121018317,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.8967968884008474,-0.8745873454266699,0.15049401617544364,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-1.3072364227956779,0.2841759223446012,0.519924968687179,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0.5581043126742401,0.5114931184145635,2.2156457766389774,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.2538960247912456,-0.8745873454266699,-1.5795388887769526,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
-0.9085006706008967,0.6845991674542908,-0.036343232863146495,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.5182400710337373,0.3574841779877598,-0.7002762476167608,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.8544211252627381,0.43017639786921114,-0.6105555699473535,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1.5936872480303217,-0.8745873454266699,1.291522796644082,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.43501281022544624,1.6924336736072945,0.6634780529582307,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.6695820822412707,0.9119163635242532,-0.12606391053255384,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0.6589989868125956,2.608478851265923,0.8967518148986898,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.5424547928269426,0.2465977408804611,-1.0232706872266273,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.1953771137909994,-0.8745873454266699,-0.28756113033748704,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.4024129851229051,-0.8745873454266699,-2.0281422771239894,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0.8737028533790163,-0.8745873454266699,0.15049401617544364,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.8608783844075928,0.5435269780233387,-0.018399097329265028,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-1.065492783560178,-0.26039969100457677,-1.5795388887769526,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.1731802854805612,-0.8745873454266699,-0.4131700790746573,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
-1.1534729394088241,1.306795286778578,-0.12606391053255384,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.13282241582521895,1.135537345023972,-0.0901756394647909,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0.09116376076193045,1.47004476363099,0.23281880014507553,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,-0.8745873454266699,0.15049401617544364,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.014080229720226782,1.3326687887702808,0.15049401617544364,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.3233115605984343,-0.41009638109943,0.3943160199500087,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.631645684765249,-0.24007051086823866,-0.6823321120828794,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,-0.18093107774434602,1.5606848296523042,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1.0960747151799521,-0.8745873454266699,-0.32344940140524997,False,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.32976881974328903,1.3431413967193035,1.3991876098473708,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-1.0275563860841563,-0.41009638109943,-0.7899969252861682,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0.2820564842316992,-0.8745873454266699,-0.036343232863146495,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.6812858644413199,0.5626240866362623,0.01748917373849791,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.42178476255746933,1.6597837782368121,0.25076293567895697,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1.143697001373256,-0.8745873454266699,0.15049401617544364,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0.17470455094848886,-0.8745873454266699,-0.3593376724730129,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,-0.8745873454266699,0.8429194082970454,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.5852341346616053,0.5318222985509016,0.2866512067467199,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.9698446324770169,-0.013369350559983588,-0.9514941450911013,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.38375831576316166,0.4449612561501843,0.6634780529582307,False,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2.241531950672703,-0.8745873454266699,2.170785437804274,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.42371260672195044,0.7683800310464721,0.7531987306276381,False,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.18205901680473646,-0.8745873454266699,-1.6872037019802415,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-1.0009201921116304,2.6633830385280786,-0.018399097329265028,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.6699856609378241,-0.8745873454266699,-1.0232706872266273,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.12797947146657787,0.3661086786516608,1.0044166281019786,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.37335531897105867,-0.8745873454266699,-0.8079410608200496,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,-0.8745873454266699,2.2156457766389774,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.3035362044673166,0.1357113037731624,0.15049401617544364,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,1.4971503371461072,0.3943160199500087,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0.5903906083985139,0.708008526399165,0.789087001695401,False,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2.241531950672703,-0.8745873454266699,2.2156457766389774,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
-1.0505603717877012,0.3137456389065475,-1.1488796359637974,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.766440969414092,-0.8745873454266699,-1.2206561780993233,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.46738915526800606,-0.8745873454266699,-2.0281422771239894,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0.11214985298270841,-0.8745873454266699,-0.6464438410151164,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.24905308043260457,2.6633830385280786,2.2156457766389774,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.013766700341959358,-0.8745873454266699,-0.9694382806249828,True,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.5251009088751455,1.2815378205485821,-0.897661738489457,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,-0.8745873454266699,1.865735133728289,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.16833734112192011,0.006343793814647288,-0.16195218160031677,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.1714759213760615,0.4086151462094586,0.8429194082970454,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.32281793258359487,-0.8745873454266699,0.5378691042210605,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.9415040743999913,-0.8745873454266699,0.6634780529582307,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.7745125433451604,0.3784293938858051,-0.28756113033748704,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,-0.8745873454266699,0.8788076793648083,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
-0.9230295036768199,1.888949081591896,-0.6823321120828794,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,-0.8745873454266699,-1.2206561780993233,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.2426638313471303,0.0032636150061112136,-1.938421599454582,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2.1724190988879295,0.15172823357755,1.5606848296523042,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.09802459860333863,-0.36327766320968163,-0.23372872373584264,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0.669895611619538,-0.8745873454266699,-0.3593376724730129,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.8233455656281246,1.4355467609753858,0.25076293567895697,False,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1.835834465962375,-0.8745873454266699,1.901623404796052,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.9428048598079376,-0.8745873454266699,-0.44905835014242024,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
